,auroc_in_hotspot,auprc_in_hotspot,auroc_ex_hotspot,auprc_ex_hotspot,auroc_in_pcorr,auprc_in_pcorr,auroc_ex_pcorr,auprc_ex_pcorr,auroc_in_scorr,auprc_in_scorr,auroc_ex_scorr,auprc_ex_scorr,auroc_in_celcomen,auprc_in_celcomen,auroc_ex_celcomen,auprc_ex_celcomen,gen_func,adj_func,ex_in_same
4,0.6041666666666667,0.5791666666666666,0.52,0.5933333333333333,0.375,0.4,0.5,0.6000000000000001,0.4375,0.4375,0.56,0.6300000000000001,0.29166666666666663,0.28125,0.5800000000000001,0.62,gen_binary_selfzero,adj_negiszero,same_false
0,0.5,0.7309523809523808,0.5,0.7309523809523808,0.5,0.7742346938775511,0.5,0.7742346938775511,0.5476190476190477,0.7922619047619048,0.5476190476190477,0.7922619047619048,0.6190476190476191,0.8164965986394557,0.6666666666666667,0.8581632653061224,gen_binary_selfone,adj_negispos,same_true
1,0.8,0.6266666666666667,0.8,0.6266666666666667,0.0,0.30436507936507934,0.0,0.30436507936507934,0.0,0.30436507936507934,0.0,0.30436507936507934,0.32,0.3756349206349206,0.24,0.35638888888888887,gen_binary_selfone,adj_negispos,same_true
2,0.4523809523809524,0.7476190476190476,0.4523809523809524,0.7476190476190476,0.6428571428571429,0.8207482993197279,0.6428571428571429,0.8207482993197279,0.6904761904761905,0.8322562358276644,0.6904761904761905,0.8322562358276644,0.28571428571428575,0.5532312925170069,0.5714285714285714,0.8198979591836735,gen_binary_selfone,adj_negispos,same_true
3,0.5833333333333333,0.5972222222222222,0.5833333333333333,0.5972222222222222,0.29166666666666663,0.5866402116402116,0.29166666666666663,0.5866402116402116,0.3333333333333333,0.5985449735449735,0.3333333333333333,0.5985449735449735,0.375,0.6124338624338624,0.5,0.6717592592592593,gen_binary_selfone,adj_negispos,same_true
4,0.5,0.7702380952380952,0.5,0.7702380952380952,0.5,0.7742346938775511,0.5,0.7742346938775511,0.5476190476190477,0.7865646258503401,0.5476190476190477,0.7865646258503401,0.5238095238095238,0.7302154195011337,0.4285714285714286,0.74328231292517,gen_binary_selfone,adj_negispos,same_true
0,0.40476190476190477,0.6880952380952381,0.64,0.7416666666666667,0.6904761904761905,0.8322562358276644,0.48,0.5973015873015873,0.5476190476190477,0.7865646258503401,0.6000000000000001,0.6422222222222222,0.6666666666666667,0.8722789115646257,0.12,0.321031746031746,gen_binary_selfone,adj_negispos,same_false
1,1.0,1.0,0.3125,0.784375,0.11999999999999997,0.32591269841269843,0.875,0.9685019841269842,0.11999999999999997,0.32591269841269843,0.875,0.9685019841269842,0.32000000000000006,0.3815873015873016,0.5,0.8719246031746032,gen_binary_selfone,adj_negispos,same_false
2,0.40476190476190477,0.6880952380952381,0.53125,0.84375,0.45238095238095244,0.7610544217687074,0.53125,0.839608134920635,0.6428571428571429,0.8207482993197279,0.34375,0.7969246031746031,0.28571428571428575,0.5532312925170069,0.25,0.6615079365079365,gen_binary_selfone,adj_negispos,same_false
3,0.5833333333333333,0.7416666666666666,0.7142857142857144,0.875,0.45833333333333337,0.6432208994708994,0.380952380952381,0.6841836734693877,0.45833333333333337,0.6432208994708994,0.380952380952381,0.6841836734693877,0.25,0.44576719576719576,0.33333333333333337,0.5860544217687074,gen_binary_selfone,adj_negispos,same_false
4,0.35714285714285715,0.6642857142857141,0.46875,0.7916666666666666,0.45238095238095244,0.7539965986394558,0.46875,0.8268353174603174,0.45238095238095244,0.7539965986394558,0.46875,0.8268353174603174,0.4285714285714286,0.706377551020408,0.5,0.7979414682539683,gen_binary_selfone,adj_negispos,same_false
0,0.59375,0.5916666666666667,0.59375,0.5916666666666667,0.53125,0.4125,0.53125,0.4125,0.5,0.4041666666666667,0.5,0.4041666666666667,0.5,0.18333333333333335,0.5,0.21071428571428572,gen_binary_selfone,adj_negiszero,same_true
1,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,gen_binary_selfone,adj_negiszero,same_true
2,0.5833333333333333,0.6833333333333333,0.5833333333333333,0.6833333333333333,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5625,0.3958333333333333,0.8125000000000001,0.8208333333333333,gen_binary_selfone,adj_negiszero,same_true
3,0.40625,0.15416666666666667,0.40625,0.15416666666666667,0.53125,0.4125,0.53125,0.4125,0.5625,0.425,0.5625,0.425,0.625,0.225,0.75,0.2875,gen_binary_selfone,adj_negiszero,same_true
4,0.6875,0.725,0.6875,0.725,0.3125,0.38125000000000003,0.3125,0.38125000000000003,0.3125,0.38125000000000003,0.3125,0.38125000000000003,0.25,0.2693452380952381,0.4375,0.5107142857142857,gen_binary_selfone,adj_negiszero,same_true
0,0.59375,0.5916666666666667,0.5952380952380952,0.3277777777777778,0.46875,0.39821428571428574,0.5952380952380952,0.44365079365079363,0.53125,0.4125,0.5476190476190476,0.43333333333333335,0.59375,0.5916666666666667,0.6190476190476191,0.3186507936507937,gen_binary_selfone,adj_negiszero,same_false
1,,0.5,0.6875,0.725,,0.5,0.3125,0.38125000000000003,,0.5,0.3125,0.38125000000000003,,0.5,0.5833333333333334,0.5791666666666666,gen_binary_selfone,adj_negiszero,same_false
2,0.5416666666666667,0.5791666666666666,0.5,0.5375,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5625,0.3958333333333333,0.7291666666666667,0.5291666666666666,gen_binary_selfone,adj_negiszero,same_false
3,0.34375,0.14166666666666666,0.9047619047619047,0.8500000000000001,0.5,0.4041666666666667,0.07142857142857145,0.15,0.53125,0.4125,0.14285714285714285,0.15,0.6875,0.6130952380952381,0.6666666666666666,0.3416666666666667,gen_binary_selfone,adj_negiszero,same_false
4,0.6041666666666667,0.5791666666666666,0.52,0.5933333333333333,0.375,0.4,0.5,0.6000000000000001,0.4375,0.4375,0.56,0.6300000000000001,0.29166666666666663,0.28125,0.5800000000000001,0.62,gen_binary_selfone,adj_negiszero,same_false
0,0.5,0.7309523809523808,0.5,0.7309523809523808,0.5,0.7742346938775511,0.5,0.7742346938775511,0.5476190476190477,0.7922619047619048,0.5476190476190477,0.7922619047619048,0.6190476190476191,0.8164965986394557,0.6666666666666667,0.8581632653061224,gen_binary_selfextra,adj_negispos,same_true
1,0.8,0.6266666666666667,0.8,0.6266666666666667,0.0,0.30436507936507934,0.0,0.30436507936507934,0.0,0.30436507936507934,0.0,0.30436507936507934,0.32,0.3756349206349206,0.24,0.35638888888888887,gen_binary_selfextra,adj_negispos,same_true
2,0.4523809523809524,0.7476190476190476,0.4523809523809524,0.7476190476190476,0.6428571428571429,0.8207482993197279,0.6428571428571429,0.8207482993197279,0.6904761904761905,0.8322562358276644,0.6904761904761905,0.8322562358276644,0.28571428571428575,0.5532312925170069,0.5714285714285714,0.8198979591836735,gen_binary_selfextra,adj_negispos,same_true
3,0.5833333333333333,0.5972222222222222,0.5833333333333333,0.5972222222222222,0.29166666666666663,0.5866402116402116,0.29166666666666663,0.5866402116402116,0.3333333333333333,0.5985449735449735,0.3333333333333333,0.5985449735449735,0.375,0.6124338624338624,0.5,0.6717592592592593,gen_binary_selfextra,adj_negispos,same_true
4,0.5,0.7702380952380952,0.5,0.7702380952380952,0.5,0.7742346938775511,0.5,0.7742346938775511,0.5476190476190477,0.7865646258503401,0.5476190476190477,0.7865646258503401,0.5238095238095238,0.7302154195011337,0.4285714285714286,0.74328231292517,gen_binary_selfextra,adj_negispos,same_true
0,0.40476190476190477,0.6880952380952381,0.64,0.7416666666666667,0.6904761904761905,0.8322562358276644,0.48,0.5973015873015873,0.5476190476190477,0.7865646258503401,0.6000000000000001,0.6422222222222222,0.6666666666666667,0.8722789115646257,0.12,0.321031746031746,gen_binary_selfextra,adj_negispos,same_false
1,1.0,1.0,0.3125,0.784375,0.11999999999999997,0.32591269841269843,0.875,0.9685019841269842,0.11999999999999997,0.32591269841269843,0.875,0.9685019841269842,0.32000000000000006,0.3815873015873016,0.5,0.8719246031746032,gen_binary_selfextra,adj_negispos,same_false
2,0.40476190476190477,0.6880952380952381,0.53125,0.84375,0.45238095238095244,0.7610544217687074,0.53125,0.839608134920635,0.6428571428571429,0.8207482993197279,0.34375,0.7969246031746031,0.28571428571428575,0.5532312925170069,0.25,0.6615079365079365,gen_binary_selfextra,adj_negispos,same_false
3,0.5833333333333333,0.7416666666666666,0.7142857142857144,0.875,0.45833333333333337,0.6432208994708994,0.380952380952381,0.6841836734693877,0.45833333333333337,0.6432208994708994,0.380952380952381,0.6841836734693877,0.25,0.44576719576719576,0.33333333333333337,0.5860544217687074,gen_binary_selfextra,adj_negispos,same_false
4,0.35714285714285715,0.6642857142857141,0.46875,0.7916666666666666,0.45238095238095244,0.7539965986394558,0.46875,0.8268353174603174,0.45238095238095244,0.7539965986394558,0.46875,0.8268353174603174,0.4285714285714286,0.706377551020408,0.5,0.7979414682539683,gen_binary_selfextra,adj_negispos,same_false
0,0.59375,0.5916666666666667,0.59375,0.5916666666666667,0.53125,0.4125,0.53125,0.4125,0.5,0.4041666666666667,0.5,0.4041666666666667,0.5,0.18333333333333335,0.5,0.21071428571428572,gen_binary_selfextra,adj_negiszero,same_true
1,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,gen_binary_selfextra,adj_negiszero,same_true
2,0.5833333333333333,0.6833333333333333,0.5833333333333333,0.6833333333333333,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5625,0.3958333333333333,0.8125000000000001,0.8208333333333333,gen_binary_selfextra,adj_negiszero,same_true
3,0.40625,0.15416666666666667,0.40625,0.15416666666666667,0.53125,0.4125,0.53125,0.4125,0.5625,0.425,0.5625,0.425,0.625,0.225,0.75,0.2875,gen_binary_selfextra,adj_negiszero,same_true
4,0.6875,0.725,0.6875,0.725,0.3125,0.38125000000000003,0.3125,0.38125000000000003,0.3125,0.38125000000000003,0.3125,0.38125000000000003,0.25,0.2693452380952381,0.4375,0.5107142857142857,gen_binary_selfextra,adj_negiszero,same_true
0,0.59375,0.5916666666666667,0.5952380952380952,0.3277777777777778,0.46875,0.39821428571428574,0.5952380952380952,0.44365079365079363,0.53125,0.4125,0.5476190476190476,0.43333333333333335,0.59375,0.5916666666666667,0.6190476190476191,0.3186507936507937,gen_binary_selfextra,adj_negiszero,same_false
1,,0.5,0.6875,0.725,,0.5,0.3125,0.38125000000000003,,0.5,0.3125,0.38125000000000003,,0.5,0.5833333333333334,0.5791666666666666,gen_binary_selfextra,adj_negiszero,same_false
2,0.5416666666666667,0.5791666666666666,0.5,0.5375,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5625,0.3958333333333333,0.7291666666666667,0.5291666666666666,gen_binary_selfextra,adj_negiszero,same_false
3,0.34375,0.14166666666666666,0.9047619047619047,0.8500000000000001,0.5,0.4041666666666667,0.07142857142857145,0.15,0.53125,0.4125,0.14285714285714285,0.15,0.6875,0.6130952380952381,0.6666666666666666,0.3416666666666667,gen_binary_selfextra,adj_negiszero,same_false
4,0.6041666666666667,0.5791666666666666,0.52,0.5933333333333333,0.375,0.4,0.5,0.6000000000000001,0.4375,0.4375,0.56,0.6300000000000001,0.29166666666666663,0.28125,0.5800000000000001,0.62,gen_binary_selfextra,adj_negiszero,same_false
0,0.6666666666666666,0.7916666666666666,0.6666666666666666,0.7916666666666666,0.45833333333333337,0.6432208994708994,0.45833333333333337,0.6432208994708994,0.41666666666666663,0.6269510582010582,0.41666666666666663,0.6269510582010582,0.6666666666666666,0.6232142857142857,0.5416666666666667,0.5738756613756614,gen_dense_any,adj_negispos,same_true
1,0.875,0.975,0.875,0.975,0.125,0.7073412698412699,0.125,0.7073412698412699,0.125,0.7073412698412699,0.125,0.7073412698412699,0.5,0.7979414682539683,0.4375,0.7851686507936508,gen_dense_any,adj_negispos,same_true
2,0.5416666666666666,0.5736111111111111,0.5416666666666666,0.5736111111111111,0.29166666666666663,0.5866402116402116,0.29166666666666663,0.5866402116402116,0.29166666666666663,0.5866402116402116,0.29166666666666663,0.5866402116402116,0.5833333333333334,0.683829365079365,0.7083333333333334,0.8282738095238095,gen_dense_any,adj_negispos,same_true
3,0.8095238095238095,0.9333333333333331,0.8095238095238095,0.9333333333333331,0.4285714285714286,0.6956916099773243,0.4285714285714286,0.6956916099773243,0.380952380952381,0.6841836734693877,0.380952380952381,0.6841836734693877,0.7142857142857143,0.8837868480725624,0.7619047619047619,0.9164965986394558,gen_dense_any,adj_negispos,same_true
4,0.46875,0.7916666666666666,0.46875,0.7916666666666666,0.34375,0.7969246031746031,0.34375,0.7969246031746031,0.34375,0.7969246031746031,0.34375,0.7969246031746031,0.875,0.9736111111111111,0.625,0.9106150793650793,gen_dense_any,adj_negispos,same_true
0,0.625,0.7680555555555555,0.3125,0.75,0.375,0.6152116402116402,0.5625,0.8876984126984127,0.41666666666666663,0.6314814814814815,0.5,0.8719246031746032,0.2916666666666667,0.4561177248677249,0.625,0.861656746031746,gen_dense_any,adj_negispos,same_false
1,0.875,0.975,0.6666666666666667,0.8333333333333333,0.125,0.7073412698412699,0.33333333333333337,0.6718537414965986,0.125,0.7073412698412699,0.33333333333333337,0.6718537414965986,0.3125,0.677281746031746,0.6190476190476191,0.8164965986394557,gen_dense_any,adj_negispos,same_false
2,0.4583333333333333,0.5194444444444444,0.35714285714285715,0.5809523809523809,0.25,0.5751322751322752,0.5,0.7742346938775511,0.25,0.5751322751322752,0.45238095238095244,0.7539965986394558,0.7916666666666667,0.8386904761904762,0.7142857142857143,0.8903061224489794,gen_dense_any,adj_negispos,same_false
3,0.7142857142857144,0.875,0.4583333333333333,0.5194444444444444,0.4285714285714286,0.6956916099773243,0.29166666666666663,0.5866402116402116,0.4285714285714286,0.6956916099773243,0.29166666666666663,0.5866402116402116,0.6666666666666667,0.8779761904761905,0.7083333333333333,0.8032738095238094,gen_dense_any,adj_negispos,same_false
4,0.59375,0.8802083333333334,0.5555555555555556,0.9407407407407409,0.53125,0.839608134920635,0.7777777777777778,0.9751543209876543,0.59375,0.8512400793650794,0.7777777777777778,0.9751543209876543,0.625,0.8864831349206349,0.6666666666666666,0.960273368606702,gen_dense_any,adj_negispos,same_false
0,0.78,0.8133333333333332,0.78,0.8133333333333332,0.33999999999999997,0.46,0.33999999999999997,0.46,0.33999999999999997,0.46,0.33999999999999997,0.46,0.5599999999999999,0.5166666666666666,0.4,0.4285714285714285,gen_dense_any,adj_negiszero,same_true
1,1.0,1.0,1.0,1.0,0.16666666666666669,0.05,0.16666666666666669,0.05,0.1111111111111111,0.05,0.1111111111111111,0.05,0.7777777777777779,0.16666666666666666,0.7777777777777779,0.16666666666666666,gen_dense_any,adj_negiszero,same_true
2,0.16666666666666669,0.05,0.16666666666666669,0.05,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.4444444444444444,0.08333333333333333,0.8888888888888888,0.25,gen_dense_any,adj_negiszero,same_true
3,0.7380952380952381,0.7722222222222221,0.7380952380952381,0.7722222222222221,0.35714285714285715,0.36388888888888893,0.35714285714285715,0.36388888888888893,0.40476190476190477,0.3813492063492063,0.40476190476190477,0.3813492063492063,0.4523809523809524,0.25,0.8095238095238095,0.7936507936507936,gen_dense_any,adj_negiszero,same_true
4,0.52,0.6066666666666667,0.52,0.6066666666666667,0.5,0.6000000000000001,0.5,0.6000000000000001,0.5,0.6000000000000001,0.5,0.6000000000000001,0.4,0.4066666666666666,0.45999999999999996,0.5857142857142856,gen_dense_any,adj_negiszero,same_true
0,0.74,0.7849999999999999,0.42,0.5666666666666667,0.3,0.42500000000000004,0.7000000000000002,0.775,0.3,0.42500000000000004,0.7000000000000002,0.775,0.3,0.36666666666666664,0.4,0.409047619047619,gen_dense_any,adj_negiszero,same_false
1,1.0,1.0,0.9047619047619047,0.8500000000000001,0.16666666666666669,0.05,0.07142857142857145,0.15,0.16666666666666669,0.05,0.07142857142857145,0.15,0.6666666666666667,0.125,0.38095238095238093,0.22500000000000003,gen_dense_any,adj_negiszero,same_false
2,0.16666666666666669,0.05,0.5208333333333334,0.36875,0.8333333333333334,0.625,0.4375,0.4375,0.8333333333333334,0.625,0.4375,0.4375,0.8888888888888888,0.25,0.5416666666666666,0.39166666666666666,gen_dense_any,adj_negiszero,same_false
3,0.6904761904761905,0.6333333333333333,0.53125,0.21666666666666667,0.5,0.41428571428571426,0.46875,0.39821428571428574,0.5238095238095238,0.4222222222222222,0.5,0.4041666666666667,0.4285714285714285,0.2563492063492063,0.5625,0.5857142857142857,gen_dense_any,adj_negiszero,same_false
4,0.6000000000000001,0.71,0.5833333333333333,0.6833333333333333,0.56,0.6242857142857143,0.625,0.6160714285714286,0.6000000000000001,0.6438095238095238,0.625,0.6160714285714286,0.17999999999999997,0.3283333333333333,0.7916666666666667,0.54375,gen_dense_any,adj_negiszero,same_false
